Acrylamide Conc. %,Bis-acrylamide conc %,Photo-initiator conc. %,Layer Height. (micron),Bottom Layer exposure time (s),Exposure time (s),Frequency (Hz),Storage modulus (Pa),Loss modulus (Pa)
12.5,0.2,2,150,50,6,0.025118863,421.9580688,88.31803894
12.5,0.2,2,150,50,6,0.039810721,470.4685974,88.59545898
12.5,0.2,2,150,50,6,0.063095748,509.6410522,87.10066986
12.5,0.2,2,150,50,6,0.100000001,542.2653809,85.88801575
12.5,0.2,2,150,50,6,0.158489317,571.1576538,84.557724
12.5,0.2,2,150,50,6,0.251188636,597.6051025,84.76212311
12.5,0.2,2,150,50,6,0.398107171,622.8672485,85.95779419
12.5,0.2,2,150,50,6,0.630957365,647.9172363,88.01130676
12.5,0.2,2,150,50,6,1,672.8411255,91.74273682
12.5,0.2,2,150,50,6,1.584893227,696.4772949,97.92433929
12.5,0.2,2,150,50,6,2.511886358,714.3228149,107.7805786
12.5,0.2,2,150,50,6,3.981071472,687.9651489,134.7670288
12.5,0.2,2,150,50,6,6.309572697,748.5171509,120.3351517
12.5,0.2,2,150,50,6,10,974.8044434,302.7223816
12.5,0.2,2,150,50,6,0.01,965.791626,146.2793732
12.5,0.2,2,150,50,6,0.015848933,1103.487549,132.2952728
12.5,0.2,2,150,50,6,0.025118863,1197.56604,123.7000275
12.5,0.2,2,150,50,6,0.039810721,1260.318604,114.1464233
12.5,0.2,2,150,50,6,0.063095748,1308.505737,106.9013596
12.5,0.2,2,150,50,6,0.100000001,1347.690796,101.5305481
12.5,0.2,2,150,50,6,0.158489317,1381.051392,98.37310791
12.5,0.2,2,150,50,6,0.251188636,1410.872559,97.07714844
12.5,0.2,2,150,50,6,0.398107171,1438.411255,97.99812317
12.5,0.2,2,150,50,6,0.630957365,1464.155396,101.244606
12.5,0.2,2,150,50,6,1,1493.058716,106.5715561
12.5,0.2,2,150,50,6,1.584893227,1519.532227,115.7301331
12.5,0.2,2,150,50,6,2.511886358,1541.098511,128.1750336
12.5,0.2,2,150,50,6,3.981071472,1534.667358,150.2084198
12.5,0.2,2,150,50,6,6.309572697,1554.849365,149.9425659
12.5,0.2,2,150,50,6,10,1588.040039,161.520874
12.5,0.2,2,150,50,6,0.01,744.6514893,132.2282715
12.5,0.2,2,150,50,6,0.015848933,862.4468994,120.9237595
12.5,0.2,2,150,50,6,0.025118863,944.6965942,112.0633545
12.5,0.2,2,150,50,6,0.039810721,1004.882019,104.1078262
12.5,0.2,2,150,50,6,0.063095748,1050.482666,98.00974274
12.5,0.2,2,150,50,6,0.100000001,1084.310425,94.00469208
12.5,0.2,2,150,50,6,0.158489317,1114.183105,91.57283783
12.5,0.2,2,150,50,6,0.251188636,1141.233643,91.04009247
12.5,0.2,2,150,50,6,0.398107171,1166.678589,92.31468964
12.5,0.2,2,150,50,6,0.630957365,1192.060425,95.49769592
12.5,0.2,2,150,50,6,1,1217.378906,100.7284775
12.5,0.2,2,150,50,6,1.584893227,1241.297852,109.3337021
12.5,0.2,2,150,50,6,2.511886358,1258.504639,122.0700302
12.5,0.2,2,150,50,6,3.981071472,1210.087524,156.7904358
12.5,0.2,2,150,50,6,6.309572697,1295.216553,134.5161896
12.5,0.2,2,150,50,6,10,1360.37793,193.5074615
12.5,0.3,2,30,50,6,0.01,9433.217773,795.046875
12.5,0.3,2,30,50,6,0.015848933,9719.442383,670.0725098
12.5,0.3,2,30,50,6,0.025118863,9963.720703,572.2164307
12.5,0.3,2,30,50,6,0.039810721,10118.18848,513.5446777
12.5,0.3,2,30,50,6,0.063095748,10249.03125,452.8851929
12.5,0.3,2,30,50,6,0.100000001,10359.30273,415.2443237
12.5,0.3,2,30,50,6,0.158489317,10457.08301,369.4201355
12.5,0.3,2,30,50,6,0.251188636,10550.70801,338.0104065
12.5,0.3,2,30,50,6,0.398107171,10631.9668,307.7046814
12.5,0.3,2,30,50,6,0.630957365,10700.39551,289.9040222
12.5,0.3,2,30,50,6,1,10770.43848,272.9369202
12.5,0.3,2,30,50,6,1.584893227,10842.55469,271.199585
12.5,0.3,2,30,50,6,2.511886358,10892.59863,279.8987732
12.5,0.3,2,30,50,6,3.981071472,10943.03711,307.340271
12.5,0.3,2,30,50,6,6.309572697,10721.24219,275.0236816
12.5,0.3,2,30,50,6,10,10756.04688,304.4337769
12.5,0.3,2,30,50,6,0.01,8788.270508,881.5801392
12.5,0.3,2,30,50,6,0.015848933,9079.032227,742.0369873
12.5,0.3,2,30,50,6,0.025118863,9278.02832,598.6624146
12.5,0.3,2,30,50,6,0.039810721,9410.140625,528.5366211
12.5,0.3,2,30,50,6,0.063095748,9560.964844,459.1750183
12.5,0.3,2,30,50,6,0.100000001,9657.427734,399.0096436
12.5,0.3,2,30,50,6,0.158489317,9743.719727,349.2973328
12.5,0.3,2,30,50,6,0.251188636,9824.482422,311.2207031
12.5,0.3,2,30,50,6,0.398107171,9902.393555,282.5275269
12.5,0.3,2,30,50,6,0.630957365,9981.163086,260.4077148
12.5,0.3,2,30,50,6,1,10019.95996,238.3285065
12.5,0.3,2,30,50,6,1.584893227,10076.40918,233.4588928
12.5,0.3,2,30,50,6,2.511886358,10130.35254,235.3556671
12.5,0.3,2,30,50,6,3.981071472,10172.49707,248.5041351
12.5,0.3,2,30,50,6,6.309572697,10016.83105,239.4799805
12.5,0.3,2,30,50,6,10,10112.03711,290.3190918
12.5,0.3,2,30,50,6,0.01,8394.345703,941.0859985
12.5,0.3,2,30,50,6,0.015848933,8680.056641,802.9153442
12.5,0.3,2,30,50,6,0.025118863,8906.625,693.2427979
12.5,0.3,2,30,50,6,0.039810721,9091.363281,604.4662476
12.5,0.3,2,30,50,6,0.063095748,9240.064453,531.3882446
12.5,0.3,2,30,50,6,0.100000001,9374.350586,464.4459839
12.5,0.3,2,30,50,6,0.158489317,9500.223633,416.90625
12.5,0.3,2,30,50,6,0.251188636,9596.267578,370.6312256
12.5,0.3,2,30,50,6,0.398107171,9700.830078,336.4761047
12.5,0.3,2,30,50,6,0.630957365,9796.882813,312.1059265
12.5,0.3,2,30,50,6,1,9871.419922,294.3013306
12.5,0.3,2,30,50,6,1.584893227,9943.946289,290.1713257
12.5,0.3,2,30,50,6,2.511886358,10021.41992,296.0968628
12.5,0.3,2,30,50,6,3.981071472,10092.08105,323.1795044
12.5,0.3,2,30,50,6,6.309572697,9976.333984,310.6363525
12.5,0.3,2,30,50,6,10,10013.89063,341.2055054
12.5,0.3,2,30,50,6,0.01,7765.133789,1087.255737
12.5,0.3,2,30,50,6,0.015848933,8174.509766,716.680481
12.5,0.3,2,30,50,6,0.025118863,8404.648438,580.2745361
12.5,0.3,2,30,50,6,0.039810721,8584.426758,486.0348206
12.5,0.3,2,30,50,6,0.063095748,8746.080078,440.0115051
12.5,0.3,2,30,50,6,0.100000001,8874.160156,401.4046021
12.5,0.3,2,30,50,6,0.158489317,8983.931641,366.594635
12.5,0.3,2,30,50,6,0.251188636,9092.709961,331.7682495
12.5,0.3,2,30,50,6,0.398107171,9167.845703,307.5998535
12.5,0.3,2,30,50,6,0.630957365,9235.803711,285.4942627
12.5,0.3,2,30,50,6,1,9308.483398,269.4815063
12.5,0.3,2,30,50,6,1.584893227,9367.167969,262.1959534
12.5,0.3,2,30,50,6,2.511886358,9426.985352,272.5749207
12.5,0.3,2,30,50,6,3.981071472,9461.835938,285.2125244
12.5,0.3,2,30,50,6,6.309572697,9358.748047,294.8638
12.5,0.3,2,30,50,6,10,9426.743164,294.3720093
12.5,0.3,2,30,50,6,0.01,6978.910645,1198.765625
12.5,0.3,2,30,50,6,0.015848933,7424.351074,764.3306885
12.5,0.3,2,30,50,6,0.025118863,7621.401855,622.3644409
12.5,0.3,2,30,50,6,0.039810721,7793.037109,515.3118286
12.5,0.3,2,30,50,6,0.063095748,7929.534668,454.894043
12.5,0.3,2,30,50,6,0.100000001,8054.826172,409.2543335
12.5,0.3,2,30,50,6,0.158489317,8158.773438,382.1844482
12.5,0.3,2,30,50,6,0.251188636,8247.837891,348.4599915
12.5,0.3,2,30,50,6,0.398107171,8312.722656,325.4680176
12.5,0.3,2,30,50,6,0.630957365,8389.700195,293.9127502
12.5,0.3,2,30,50,6,1,8451.910156,272.7323608
12.5,0.3,2,30,50,6,1.584893227,8521.290039,267.5601501
12.5,0.3,2,30,50,6,2.511886358,8575.665039,273.5753174
12.5,0.3,2,30,50,6,3.981071472,8597.476563,287.454071
12.5,0.3,2,30,50,6,6.309572697,8477.400391,279.6707458
12.5,0.3,2,30,50,6,10,8506.836914,290.9714355
12.5,0.3,2,30,50,6,0.01,8639.697266,1143.934448
12.5,0.3,2,30,50,6,0.015848933,9111.519531,799.4001465
12.5,0.3,2,30,50,6,0.025118863,9393.644531,629.223877
12.5,0.3,2,30,50,6,0.039810721,9629.304688,535.4725342
12.5,0.3,2,30,50,6,0.063095748,9825.043945,478.6760559
12.5,0.3,2,30,50,6,0.100000001,9963.779297,443.0048828
12.5,0.3,2,30,50,6,0.158489317,10093.91309,404.9738464
12.5,0.3,2,30,50,6,0.251188636,10217.27637,370.9605713
12.5,0.3,2,30,50,6,0.398107171,10313.1582,341.4268799
12.5,0.3,2,30,50,6,0.630957365,10409.87891,325.5855408
12.5,0.3,2,30,50,6,1,10486.40332,307.7790222
12.5,0.3,2,30,50,6,1.584893227,10567.47949,307.592804
12.5,0.3,2,30,50,6,2.511886358,10634.53613,311.1245422
12.5,0.3,2,30,50,6,3.981071472,10707.03223,342.8368225
12.5,0.3,2,30,50,6,6.309572697,10549.92871,322.7000732
12.5,0.3,2,30,50,6,10,10618.74609,344.0535889
12.5,0.3,2,90,50,6,0.01,3906.867676,482.4191284
12.5,0.3,2,90,50,6,0.015848933,4326.322266,420.4298706
12.5,0.3,2,90,50,6,0.025118863,4569.941406,389.9552612
12.5,0.3,2,90,50,6,0.039810721,4742.6875,350.6799927
12.5,0.3,2,90,50,6,0.063095748,4863.435547,325.2362671
12.5,0.3,2,90,50,6,0.100000001,4968.311035,308.9285889
12.5,0.3,2,90,50,6,0.158489317,5063.742676,290.616394
12.5,0.3,2,90,50,6,0.251188636,5141.871094,278.4884338
12.5,0.3,2,90,50,6,0.398107171,5221.584961,270.6421509
12.5,0.3,2,90,50,6,0.630957365,5300.195313,268.7056274
12.5,0.3,2,90,50,6,1,5375.998047,272.1026306
12.5,0.3,2,90,50,6,1.584893227,5449.712891,284.4641418
12.5,0.3,2,90,50,6,2.511886358,5523.679199,306.6570435
12.5,0.3,2,90,50,6,3.981071472,5595.764648,340.012085
12.5,0.3,2,90,50,6,6.309572697,5543.227539,345.0570068
12.5,0.3,2,90,50,6,10,5486.029297,430.546875
12.5,0.3,2,90,50,6,0.01,3418.965088,472.7468872
12.5,0.3,2,90,50,6,0.015848933,3801.703125,401.8467407
12.5,0.3,2,90,50,6,0.025118863,4031.518555,354.352417
12.5,0.3,2,90,50,6,0.039810721,4188.592773,315.2993774
12.5,0.3,2,90,50,6,0.063095748,4306.425781,285.9067993
12.5,0.3,2,90,50,6,0.100000001,4403.83252,258.9721069
12.5,0.3,2,90,50,6,0.158489317,4482.970215,239.7528381
12.5,0.3,2,90,50,6,0.251188636,4553.018066,223.8901367
12.5,0.3,2,90,50,6,0.398107171,4614.756836,211.0930023
12.5,0.3,2,90,50,6,0.630957365,4673.026367,208.6341553
12.5,0.3,2,90,50,6,1,4726.719727,206.370224
12.5,0.3,2,90,50,6,1.584893227,4781.405762,210.1018982
12.5,0.3,2,90,50,6,2.511886358,4838.548828,223.3442688
12.5,0.3,2,90,50,6,3.981071472,4876.928711,251.1952057
12.5,0.3,2,90,50,6,6.309572697,4813.066895,247.0463257
12.5,0.3,2,90,50,6,10,4841.566895,293.8213196
12.5,0.3,2,90,50,6,0.01,3234.375244,486.9675293
12.5,0.3,2,90,50,6,0.015848933,3567.885742,406.6928101
12.5,0.3,2,90,50,6,0.025118863,3773.388916,349.8969421
12.5,0.3,2,90,50,6,0.039810721,3912.686768,308.0420837
12.5,0.3,2,90,50,6,0.063095748,4019.458252,282.8962402
12.5,0.3,2,90,50,6,0.100000001,4111.633301,256.6329651
12.5,0.3,2,90,50,6,0.158489317,4188.074707,238.6700592
12.5,0.3,2,90,50,6,0.251188636,4257.071777,223.3199158
12.5,0.3,2,90,50,6,0.398107171,4319.787109,214.380249
12.5,0.3,2,90,50,6,0.630957365,4376.868164,211.1729736
12.5,0.3,2,90,50,6,1,4433.591309,211.6754913
12.5,0.3,2,90,50,6,1.584893227,4487.905762,220.6197205
12.5,0.3,2,90,50,6,2.511886358,4539.032227,236.8218384
12.5,0.3,2,90,50,6,3.981071472,4584.194336,262.8983765
12.5,0.3,2,90,50,6,6.309572697,4527.553223,268.8027039
12.5,0.3,2,90,50,6,10,4568.194824,296.1753845
12.5,0.3,2,90,50,6,0.01,3119.198486,507.5081177
12.5,0.3,2,90,50,6,0.015848933,3443.694336,424.9714355
12.5,0.3,2,90,50,6,0.025118863,3643.920898,358.094696
12.5,0.3,2,90,50,6,0.039810721,3777.227295,312.631134
12.5,0.3,2,90,50,6,0.063095748,3880.368896,271.3751526
12.5,0.3,2,90,50,6,0.100000001,3968.466309,238.5097961
12.5,0.3,2,90,50,6,0.158489317,4023.923828,210.0134277
12.5,0.3,2,90,50,6,0.251188636,4096.797852,192.5595551
12.5,0.3,2,90,50,6,0.398107171,4148.845215,178.3055725
12.5,0.3,2,90,50,6,0.630957365,4196.007324,167.5993347
12.5,0.3,2,90,50,6,1,4237.396484,163.8844299
12.5,0.3,2,90,50,6,1.584893227,4276.927734,166.6242065
12.5,0.3,2,90,50,6,2.511886358,4313.104004,177.0238953
12.5,0.3,2,90,50,6,3.981071472,4340.800781,196.7523041
12.5,0.3,2,90,50,6,6.309572697,4271.432617,190.4397583
12.5,0.3,2,90,50,6,10,4305.87207,207.3110504
12.5,0.3,2,90,50,6,0.01,3059.635498,445.3453979
12.5,0.3,2,90,50,6,0.015848933,3336.993164,387.5921326
12.5,0.3,2,90,50,6,0.025118863,3523.169922,335.0122375
12.5,0.3,2,90,50,6,0.039810721,3649.863525,292.8025208
12.5,0.3,2,90,50,6,0.063095748,3749.287842,258.0939941
12.5,0.3,2,90,50,6,0.100000001,3830.514893,229.3373108
12.5,0.3,2,90,50,6,0.158489317,3898.192139,205.1881866
12.5,0.3,2,90,50,6,0.251188636,3953.027588,186.5686493
12.5,0.3,2,90,50,6,0.398107171,4005.394287,172.651886
12.5,0.3,2,90,50,6,0.630957365,4050.075195,164.473587
12.5,0.3,2,90,50,6,1,4090.772461,161.134903
12.5,0.3,2,90,50,6,1.584893227,4128.451172,164.6033783
12.5,0.3,2,90,50,6,2.511886358,4165.710938,174.1547852
12.5,0.3,2,90,50,6,3.981071472,4193.615723,193.5587311
12.5,0.3,2,90,50,6,6.309572697,4128.049805,199.1422424
12.5,0.3,2,90,50,6,10,4157.915039,214.4693451
12.5,0.3,2,90,50,6,0.01,3213.601318,558.8834229
12.5,0.3,2,90,50,6,0.015848933,3564.887451,424.4615173
12.5,0.3,2,90,50,6,0.025118863,3811.590332,369.4967346
12.5,0.3,2,90,50,6,0.039810721,3970.807861,319.0750122
12.5,0.3,2,90,50,6,0.063095748,4093.03833,335.5261536
12.5,0.3,2,90,50,6,0.100000001,4200.569336,275.7198486
12.5,0.3,2,90,50,6,0.158489317,4287.473633,263.7085876
12.5,0.3,2,90,50,6,0.251188636,4370.442383,248.207962
12.5,0.3,2,90,50,6,0.398107171,4438.998047,234.9609222
12.5,0.3,2,90,50,6,0.630957365,4501.249023,229.9131622
12.5,0.3,2,90,50,6,1,4563.81543,229.4511108
12.5,0.3,2,90,50,6,1.584893227,4626.58252,238.938736
12.5,0.3,2,90,50,6,2.511886358,4687.074219,257.6669922
12.5,0.3,2,90,50,6,3.981071472,4738.336426,283.941864
12.5,0.3,2,90,50,6,6.309572697,4684.088379,294.5281372
12.5,0.3,2,90,50,6,10,4732.726563,324.8590088
12.5,0.3,2,150,50,6,0.01,1213.267456,242.1746979
12.5,0.3,2,150,50,6,0.015848933,1379.919434,229.8651428
12.5,0.3,2,150,50,6,0.025118863,1504.230469,215.5525208
12.5,0.3,2,150,50,6,0.039810721,1598.898438,202.8939819
12.5,0.3,2,150,50,6,0.063095748,1671.635986,187.1235809
12.5,0.3,2,150,50,6,0.100000001,1730.942017,174.3629608
12.5,0.3,2,150,50,6,0.158489317,1782.126709,163.3445587
12.5,0.3,2,150,50,6,0.251188636,1827.797852,155.2925415
12.5,0.3,2,150,50,6,0.398107171,1869.16333,149.3495483
12.5,0.3,2,150,50,6,0.630957365,1908.991455,145.773056
12.5,0.3,2,150,50,6,1,1946.484131,146.1820831
12.5,0.3,2,150,50,6,1.584893227,1982.792725,151.5355072
12.5,0.3,2,150,50,6,2.511886358,2014.481689,163.4601898
12.5,0.3,2,150,50,6,3.981071472,2019.068237,189.2467041
12.5,0.3,2,150,50,6,6.309572697,1958.359497,230.4881134
12.5,0.3,2,150,50,6,10,2153.832275,173.9550629
12.5,0.3,2,150,50,6,0.01,836.956543,210.4060974
12.5,0.3,2,150,50,6,0.015848933,1038.887695,195.1131592
12.5,0.3,2,150,50,6,0.025118863,1163.519897,178.5185547
12.5,0.3,2,150,50,6,0.039810721,1244.092529,163.7069702
12.5,0.3,2,150,50,6,0.063095748,1305.312012,151.4759064
12.5,0.3,2,150,50,6,0.100000001,1355.411377,140.5650482
12.5,0.3,2,150,50,6,0.158489317,1397.503662,132.1752625
12.5,0.3,2,150,50,6,0.251188636,1434.952637,126.3712234
12.5,0.3,2,150,50,6,0.398107171,1468.383789,123.0395126
12.5,0.3,2,150,50,6,0.630957365,1499.122437,122.6210632
12.5,0.3,2,150,50,6,1,1532.288696,122.9586182
12.5,0.3,2,150,50,6,1.584893227,1563.336792,129.9457397
12.5,0.3,2,150,50,6,2.511886358,1583.057007,145.615799
12.5,0.3,2,150,50,6,3.981071472,1550.362061,179.4600983
12.5,0.3,2,150,50,6,6.309572697,1597.143677,184.6371613
12.5,0.3,2,150,50,6,10,1706.692383,196.8640442
12.5,0.3,2,150,50,6,0.01,1367.534302,239.3346405
12.5,0.3,2,150,50,6,0.015848933,1536.06665,214.2731476
12.5,0.3,2,150,50,6,0.025118863,1664.330811,196.3979492
12.5,0.3,2,150,50,6,0.039810721,1755.5979,178.9289703
12.5,0.3,2,150,50,6,0.063095748,1826.373901,164.8041077
12.5,0.3,2,150,50,6,0.100000001,1883.506592,153.1393585
12.5,0.3,2,150,50,6,0.158489317,1932.390991,143.1470337
12.5,0.3,2,150,50,6,0.251188636,1975.314087,136.5844116
12.5,0.3,2,150,50,6,0.398107171,2014.672852,132.2350616
12.5,0.3,2,150,50,6,0.630957365,2051.682373,129.8292084
12.5,0.3,2,150,50,6,1,2086.558838,134.5197754
12.5,0.3,2,150,50,6,1.584893227,2120.648438,141.5258636
12.5,0.3,2,150,50,6,2.511886358,2150.698486,155.2444916
12.5,0.3,2,150,50,6,3.981071472,2164.451904,176.8126678
12.5,0.3,2,150,50,6,6.309572697,2031.08606,230.5399475
12.5,0.3,2,150,50,6,10,2253.164795,202.81987
12.5,0.3,2,150,50,6,0.01,1326.450073,259.6564026
12.5,0.3,2,150,50,6,0.015848933,1511.50061,237.9874115
12.5,0.3,2,150,50,6,0.025118863,1637.473633,214.6631012
12.5,0.3,2,150,50,6,0.039810721,1725.078125,194.4768066
12.5,0.3,2,150,50,6,0.063095748,1795.501831,177.2759399
12.5,0.3,2,150,50,6,0.100000001,1853.355469,162.0629272
12.5,0.3,2,150,50,6,0.158489317,1904.630493,149.3626251
12.5,0.3,2,150,50,6,0.251188636,1946.694824,140.737854
12.5,0.3,2,150,50,6,0.398107171,1986.661865,133.5072021
12.5,0.3,2,150,50,6,0.630957365,2023.725098,131.8575134
12.5,0.3,2,150,50,6,1,2056.393311,130.9807434
12.5,0.3,2,150,50,6,1.584893227,2088.27417,135.8334045
12.5,0.3,2,150,50,6,2.511886358,2117.762939,146.696579
12.5,0.3,2,150,50,6,3.981071472,2124.047852,167.3760986
12.5,0.3,2,150,50,6,6.309572697,1996.008789,221.6372833
12.5,0.3,2,150,50,6,10,2058.589111,122.1610641
12.5,0.3,2,150,50,6,0.01,1342.070679,274.5259399
12.5,0.3,2,150,50,6,0.015848933,1531.730347,248.1246796
12.5,0.3,2,150,50,6,0.025118863,1665.38501,227.1458282
12.5,0.3,2,150,50,6,0.039810721,1767.636841,207.4709167
12.5,0.3,2,150,50,6,0.063095748,1847.343994,189.9082336
12.5,0.3,2,150,50,6,0.100000001,1910.099243,176.0497894
12.5,0.3,2,150,50,6,0.158489317,1963.16394,164.091507
12.5,0.3,2,150,50,6,0.251188636,2009.289795,154.5702209
12.5,0.3,2,150,50,6,0.398107171,2051.502686,148.082428
12.5,0.3,2,150,50,6,0.630957365,2091.361572,143.3547211
12.5,0.3,2,150,50,6,1,2128.749023,144.7608185
12.5,0.3,2,150,50,6,1.584893227,2164.342773,150.5245972
12.5,0.3,2,150,50,6,2.511886358,2195.669189,161.7828217
12.5,0.3,2,150,50,6,3.981071472,2203.375977,181.8998718
12.5,0.3,2,150,50,6,6.309572697,2044.983398,253.1258545
12.5,0.3,2,150,50,6,10,2286.300781,223.3525085
12.5,0.3,2,150,50,6,0.01,1157.58374,247.3013
12.5,0.3,2,150,50,6,0.015848933,1363.721924,225.1387939
12.5,0.3,2,150,50,6,0.025118863,1503.818115,205.2501068
12.5,0.3,2,150,50,6,0.039810721,1599.46814,186.2069244
12.5,0.3,2,150,50,6,0.063095748,1674.283936,171.1240997
12.5,0.3,2,150,50,6,0.100000001,1733.805908,158.2381134
12.5,0.3,2,150,50,6,0.158489317,1786.109863,148.3371429
12.5,0.3,2,150,50,6,0.251188636,1830.346191,141.5567322
12.5,0.3,2,150,50,6,0.398107171,1871.349487,136.716507
12.5,0.3,2,150,50,6,0.630957365,1908.699951,137.0508575
12.5,0.3,2,150,50,6,1,1945.083496,139.5969543
12.5,0.3,2,150,50,6,1.584893227,1980.924561,147.317276
12.5,0.3,2,150,50,6,2.511886358,2012.174683,161.4720764
12.5,0.3,2,150,50,6,3.981071472,2021.577393,184.7533722
12.5,0.3,2,150,50,6,6.309572697,1935.743164,229.8905182
12.5,0.3,2,150,50,6,10,2135.420166,163.0482483
15,0.2,2,30,50,6,0.01,3411.983398,608.8049927
15,0.2,2,30,50,6,0.015848933,3780.005615,451.0719299
15,0.2,2,30,50,6,0.025118863,3938.738525,389.6795654
15,0.2,2,30,50,6,0.039810721,4047.751953,344.3566284
15,0.2,2,30,50,6,0.063095748,4133.841309,313.6589355
15,0.2,2,30,50,6,0.100000001,4219.629395,285.664032
15,0.2,2,30,50,6,0.158489317,4294.227051,259.7371521
15,0.2,2,30,50,6,0.251188636,4355.759277,246.8936615
15,0.2,2,30,50,6,0.398107171,4418.317871,238.8747559
15,0.2,2,30,50,6,0.630957365,4479.410645,232.4243622
15,0.2,2,30,50,6,1,4534.109375,217.4114227
15,0.2,2,30,50,6,1.584893227,4582.047363,227.4857788
15,0.2,2,30,50,6,2.511886358,4625.822266,245.1127777
15,0.2,2,30,50,6,3.981071472,4641.031738,264.2946167
15,0.2,2,30,50,6,6.309572697,4488.983887,287.9254761
15,0.2,2,30,50,6,10,4525.910645,273.8032227
15,0.2,2,30,50,6,0.01,3236.918457,552.2865601
15,0.2,2,30,50,6,0.015848933,3560.52124,473.2196655
15,0.2,2,30,50,6,0.025118863,3756.056152,413.8511658
15,0.2,2,30,50,6,0.039810721,3897.416504,363.6566467
15,0.2,2,30,50,6,0.063095748,4008.468262,331.9122925
15,0.2,2,30,50,6,0.100000001,4104.029297,304.3624878
15,0.2,2,30,50,6,0.158489317,4187.348633,285.8165588
15,0.2,2,30,50,6,0.251188636,4262.804199,270.874176
15,0.2,2,30,50,6,0.398107171,4334.277344,257.9415588
15,0.2,2,30,50,6,0.630957365,4402.133301,253.9020844
15,0.2,2,30,50,6,1,4463.504395,251.6128387
15,0.2,2,30,50,6,1.584893227,4523.79248,261.5550232
15,0.2,2,30,50,6,2.511886358,4579.40332,279.3564453
15,0.2,2,30,50,6,3.981071472,4602.889648,310.4324646
15,0.2,2,30,50,6,6.309572697,4474.90332,336.8219299
15,0.2,2,30,50,6,10,4502.010742,335.8900757
15,0.2,2,30,50,6,0.01,3381.254639,493.6416016
15,0.2,2,30,50,6,0.015848933,3676.537109,435.7627258
15,0.2,2,30,50,6,0.025118863,3861.6604,380.8113098
15,0.2,2,30,50,6,0.039810721,3990.653076,341.6646729
15,0.2,2,30,50,6,0.063095748,4092.993896,309.2255554
15,0.2,2,30,50,6,0.100000001,4186.26123,290.3129272
15,0.2,2,30,50,6,0.158489317,4267.189453,270.1831055
15,0.2,2,30,50,6,0.251188636,4339.249512,256.1044006
15,0.2,2,30,50,6,0.398107171,4405.992188,246.7182922
15,0.2,2,30,50,6,0.630957365,4472.820801,244.2815094
15,0.2,2,30,50,6,1,4532.220703,242.2096558
15,0.2,2,30,50,6,1.584893227,4594.26123,256.4503784
15,0.2,2,30,50,6,2.511886358,4645.882324,275.2430115
15,0.2,2,30,50,6,3.981071472,4678.287598,306.1829834
15,0.2,2,30,50,6,6.309572697,4563.168457,326.8402405
15,0.2,2,30,50,6,10,4604.018555,327.7129517
15,0.2,2,30,50,6,0.01,2952.898193,422.7451172
15,0.2,2,30,50,6,0.015848933,3124.493408,341.0657043
15,0.2,2,30,50,6,0.025118863,3233.741699,290.7042542
15,0.2,2,30,50,6,0.039810721,3314.186768,259.5381165
15,0.2,2,30,50,6,0.063095748,3379.111084,239.0155487
15,0.2,2,30,50,6,0.100000001,3439.208008,218.7523346
15,0.2,2,30,50,6,0.158489317,3497.247803,208.6244049
15,0.2,2,30,50,6,0.251188636,3547.333496,200.9866638
15,0.2,2,30,50,6,0.398107171,3599.671631,194.3589172
15,0.2,2,30,50,6,0.630957365,3642.29541,194.6234283
15,0.2,2,30,50,6,1,3697.590576,197.0870056
15,0.2,2,30,50,6,1.584893227,3739.751221,210.3340759
15,0.2,2,30,50,6,2.511886358,3783.287354,228.8612976
15,0.2,2,30,50,6,3.981071472,3799.044189,252.7174988
15,0.2,2,30,50,6,6.309572697,3579.030518,333.4333496
15,0.2,2,30,50,6,10,3681.182129,203.8747101
15,0.2,2,90,50,6,0.01,3124.764893,361.1189575
15,0.2,2,90,50,6,0.015848933,3248.666748,301.2057495
15,0.2,2,90,50,6,0.025118863,3373.831299,267.3258667
15,0.2,2,90,50,6,0.039810721,3459.98877,239.9706726
15,0.2,2,90,50,6,0.063095748,3548.749512,234.1446228
15,0.2,2,90,50,6,0.100000001,3618.691406,225.9762268
15,0.2,2,90,50,6,0.158489317,3679,218.9095154
15,0.2,2,90,50,6,0.251188636,3741.305176,221.0874329
15,0.2,2,90,50,6,0.398107171,3804.609375,225.6549683
15,0.2,2,90,50,6,0.630957365,3867.917725,233.3915405
15,0.2,2,90,50,6,1,3932.054688,245.7370605
15,0.2,2,90,50,6,1.584893227,3995.726807,265.2507629
15,0.2,2,90,50,6,2.511886358,4055.900391,291.255188
15,0.2,2,90,50,6,3.981071472,4100.872559,320.2949524
15,0.2,2,90,50,6,6.309572697,4035.88501,337.4547119
15,0.2,2,90,50,6,10,4121.911621,325.1036072
15,0.2,2,90,50,6,0.01,3632.258545,312.6325684
15,0.2,2,90,50,6,0.015848933,3759.532715,291.4009399
15,0.2,2,90,50,6,0.025118863,3864.403564,262.3841858
15,0.2,2,90,50,6,0.039810721,3950.193604,238.807785
15,0.2,2,90,50,6,0.063095748,4021.990967,231.9992981
15,0.2,2,90,50,6,0.100000001,4088.995361,221.8556976
15,0.2,2,90,50,6,0.158489317,4151.581055,217.430954
15,0.2,2,90,50,6,0.251188636,4210.448242,220.094223
15,0.2,2,90,50,6,0.398107171,4270.797363,225.7975464
